mã cổ phiếu,năm báo cáo,kỳ báo cáo,lợi nhuận/lỗ trước thuế,khấu hao và phân bổ,dự phòng rủi ro tín dụng,lãi/lỗ tỷ giá chưa thực hiện,lãi/lỗ từ thanh lý tài sản cố định,lãi/lỗ từ hoạt động đầu tư,chi phí lãi vay,lợi nhuận hoạt động trước thay đổi vốn lưu động,tăng/giảm khoản phải thu,tăng/giảm hàng tồn kho,tăng/giảm khoản phải trả,tăng/giảm chi phí trả trước,lãi vay đã trả,thuế TNDN đã nộp,các khoản thu khác từ hoạt động kinh doanh,các khoản chi khác từ hoạt động kinh doanh,luồng tiền thuần từ hoạt động kinh doanh,chi mua tài sản cố định,thu từ thanh lý tài sản cố định,"cho vay, mua công cụ nợ","thu hồi khoản cho vay, bán công cụ nợ",đầu tư vào các đơn vị khác,thu từ thoái vốn ở các đơn vị khác,lãi từ cổ tức,luồng tiền thuần từ hoạt động đầu tư,tăng vốn điều lệ,thu từ vay nợ,trả nợ gốc vay,thanh toán gốc thuê tài chính,chi trả cổ tức,luồng tiền thuần từ hoạt động tài chính,tăng/giảm thuần tiền và tương đương tiền,tiền và tương đương tiền đầu kỳ,điều chỉnh chênh lệch tỷ giá,tiền và tương đương tiền cuối kỳ,lợi nhuận từ các hoạt động khác,luồng tiền từ hoạt động kinh doanh trước thuế TNDN,chi từ quỹ dự phòng,chi mua lại cổ phiếu,thu nhập từ lãi và cổ tức,tăng/giảm khoản phải thu (dự phòng),tăng/giảm khoản phải trả (dự phòng),cổ tức đã nhận
NAB,2015,1,,,,,,,,-146827000000,,,,,,,,,-3778650000000,-5695000000,68998000000,,,0,0,168000000,63471000000,0,,,,-115264000000,-115264000000,-3830443000000,11471792000000,0,7641349000000,-603000000,-3774286000000,-4364000000,,,,,
NAB,2014,4,,,,,,,,219390344648,,,,,,,,,1195734265930,-6957051857,6330203,,,474000000000,-474000000000,15968825841,9018104187,0,,,,-2280631355,-2280631355,1202471738762,10270874647102,0,11473346385864,43733141735,1196713488180,-979222250,,,,,
NAB,2014,3,,,,,,,,45858700506,,,,,,,,,300240019956,-8894759330,7272728,,,18000000000,0,244168641,9356682039,0,,,,-1063795324,-1063795324,308532906671,9962341740431,0,10270874647102,-23716666898,302169030706,-1929010750,,,,,
NAB,2014,2,,,,,,,,83335520943,,,,,,,,,4576081343101,-8631760123,0,,,-242000000000,232000000000,16367005518,-2264754605,0,,,,-21878394277,-21878394277,4551938194219,5410403546212,0,9962341740431,4569736044,4576882718101,-801375000,,,,,
NAB,2014,1,,,,,,,,-149358566097,,,,,,,,,-514751628987,-36771428690,7659397069,,,0,0,0,-29112031621,0,,,,-88950179044,-88950179044,-632813839652,6043217385864,0,5410403546212,-11403210881,-514636236987,-115392000,,,,,
NAB,2013,4,,,,,,,,230044606752,,,,,,,,,2481133130591,162438061331,0,,,-8800000000,0,16321521444,169959582775,0,,,,-671693400,-671693400,2650421019966,3392830572472,0,6043251592438,21760523070,2481930791591,-797661000,,,,,
NAB,2013,3,,,,,,,,-93125057391,,,,,,,,,817286622874,-192143235219,2727273,,,2000000000,0,423409278,-189717098668,0,,,,-910485529,-910485529,626659038677,2766171533795,0,3392830572472,-2125654912,817860932874,-574310000,,,,,
NAB,2013,2,,,,,,,,337907137622,,,,,,,,,1716608630517,-132132568990,891818181,,,-2000000000,0,23693637052,-109547113757,0,,,,-27660438890,-27660438890,1579401077870,1188254868152,0,2767655946022,-2327597856,1716715830517,-107200000,,,,,
NAB,2013,1,,,,,,,,-171907636358,,,,,,,,,419139011624,-23148731714,0,,,0,0,0,-23148731714,0,,,,-116368150046,-116368150046,279622129864,908632738288,0,1188254868152,-2001327500,419165751624,-26740000,,,,,
NKG,2025,1,81071141398,89854092412,-36315081661,18698505449,0,-22992062209,56320950674,186637546063,-163233280775,861209336398,-302008107338,14466487951,-52399068825,-106682329798,0,-4439060000,433551523676,-281935034400,5018904546,-798500000000,523391067458,0,0,17083131389,-534941931007,1579394836000,3990012871404,-4572402614207,0,0,997005093197,895614685866,391783760846,-28083493,1287370363219,,,,0,,,,0
NKG,2024,4,15626340070,90634103331,-480473067,29437737980,0,-17907735066,67377079938,184687053186,726248936353,-113639655635,-548247328320,-5737566096,-63455198089,0,0,-650940221,179205301178,-199400783502,272727273,-551621215455,200000000000,0,0,7497011676,-543252260008,0,4739861068911,-4523456767814,0,0,216404301097,-147642657733,539968065120,-541646541,391783760846,,,,0,,,,0
NKG,2024,3,82150202974,91568919164,0,-17739327169,0,-4232074535,48770950134,200518670568,170837432137,-833783877176,-451188894611,-16821797161,-48770950134,0,0,-1322000000,-980531416377,-136233336667,0,-195399939545,53596241931,0,0,3702637176,-274334397105,0,6159806504536,-4863616162118,0,0,1296190342418,41324528936,498688408425,-44872241,539968065120,,,,0,,,,0
NKG,2024,2,272579830646,93610003144,1221830818,-12130010554,0,-9797909909,43146266842,388630010987,-273592047118,86677606513,945348317567,13105054324,-43146266842,0,0,-5151548000,1111871127431,-483674050258,681818182,-771439760975,-231000000000,0,0,110082133,-1485321910918,0,5560945501382,-5249963307421,0,0,310982193961,-62468589526,560811857118,345140833,498688408425,,,,0,,,,0
NKG,2024,1,187813611805,94357368085,2357292198,35541879106,0,2767211695,48546962649,371384325538,-316774334262,-111037623065,-709209940933,-2821493759,-48546962649,-53374624491,0,-127000000,-870507653621,-65122013990,0,706639760975,317471809562,0,0,3804565064,962794121611,0,4265392556012,-4578805695153,-3072616017,0,-316485755158,-224199287168,785479050340,-467906054,560811857118,,,,0,,,,0
NKG,2023,4,30336939105,94999888630,-25395383797,-4311097346,0,-4658228673,59526460043,150498577962,-77988759654,-52383634692,-149800920962,-15985600715,-59526460043,0,0,-450000000,-205636798104,-3345163959,0,-20200000000,0,0,0,2654477503,-20890686456,0,4563879359466,-4365407728793,-33798776242,27653544198,192326398629,-34201085931,820161782211,-481645940,785479050340,,,,0,,,,0
NKG,2023,3,29773418873,93731217836,0,-15592962914,0,-5884133471,59987821992,162015362316,-44892143362,-411391369368,-97668386269,-2675712964,-59987821992,0,0,-379000000,-334762848463,-14115946881,0,-3573122135,10000000000,0,0,6823093890,-865975126,0,4611885310670,-4531710751890,18435696132,-27653544198,70956710714,-264672112875,1084367369474,466525612,820161782211,,,,0,,,,0
NKG,2023,2,166684257346,93184257972,12879613707,19102775395,0,-4253862853,79919116379,367516157946,-230259530410,1237763234649,352730904800,12427174221,-79919116379,0,0,-1170600000,1538872001651,-10241636808,0,-4270660072,0,0,0,3770133067,-10742163813,0,3878085652377,-4972763420899,-9217848066,0,-1103895616588,424234221250,660243301839,-110153615,1084367369474,,,,0,,,,0
NKG,2023,1,-49483701145,93912126820,-192110394094,392855980,0,-3965213451,93246436050,-58007889840,-116086199859,714248929352,-1153236785220,-5043748786,-93246436050,-7381260670,0,-1830661000,-720584052073,-102527749687,0,-20000000000,0,0,0,4317895520,-118209854167,0,5098290934462,-4595178234043,-9217848066,0,493894852353,-344899053887,1005403528970,-261173244,660243301839,,,,0,,,,0
NKG,2022,4,-400292214429,92795729854,2922787678,-59565431696,0,8222243067,83653297514,-272263588012,218527415090,1776272376819,-1214480803694,8241902289,-83653297514,0,0,2220322000,434864326978,17564307967,9155427273,0,168482303724,0,0,2559740227,197761779191,0,3219579365217,-3891438211288,-9217848063,0,-681076694134,-48450587965,1054089926902,-235809967,1005403528970,,,,0,,,,0
NKG,2022,3,-475990807262,94184307265,187823751392,-362851654,0,-25868819786,60419906077,-159794513968,963563724515,-586522232853,-645258840094,-6151074383,-65373682495,0,0,-12000000,-499548619278,-33530909410,1818181818,-25600000000,92164949327,0,0,10192517139,45044738874,0,4883276999160,-3934056996040,0,-222110890000,727109113120,272605232716,781327381434,157312752,1054089926902,,,,0,,,,0
NKG,2022,2,239563110123,95822601780,465629152,40240247469,0,-4725861245,44879195044,416244922323,36006367026,43726158989,17777120485,-16144763496,-49944426639,0,0,-3341222000,444324156688,-44095472512,2017300000,-15500000000,11302000000,0,0,4906289649,-41369882863,0,5039190622534,-5504955191955,0,0,-465764569421,-62810295596,843732062261,405614769,781327381434,,,,0,,,,0
NKG,2022,1,590652848213,94609874704,-318656024310,17313085846,0,-5801876078,73513836145,451631744520,-670719344472,116573039091,-901575169441,-7760759586,-76940910376,-117980632034,0,-217000000,-1206989032298,-150337458464,0,-46202000000,22800000000,0,0,5801876078,-167937582386,10000000000,6168920809393,-4711013526413,0,0,1467907282980,92980668296,751445944055,-694550090,843732062261,,,,0,,,,0
NKG,2021,4,498195629000,94800093851,253056254317,-4009052893,0,-3056674389,67990918978,906977168864,1607887351606,-1396230799510,12450162280,-18096024190,-60984718489,-238702303532,0,-210000000,813090837029,-72947076027,0,-29400000000,87100000000,0,0,3056674389,-12190401638,0,5716557289289,-6442752065960,-14373330653,0,-740568107324,60332328067,691803323322,-689707334,751445944055,,,,0,,,,0
NKG,2021,3,705959348578,95123140467,169003822678,6337594269,0,7434227610,71197769813,1055055903415,-847463611606,-1347030264794,505423065783,4505486076,-68128747158,0,0,-12000000,-697650168284,-18341469995,0,-59000000000,0,0,0,10001255762,-67340214233,107338750000,6339610019243,-5790170946302,-21559995996,0,635217826945,-129772555572,821582185051,-6306157,691803323322,,,,0,,,,0
NKG,2021,2,976705410253,94917468107,0,-6579556430,0,3598843922,57009434655,1125651600507,-1181130636512,-2458135923668,2174993701767,14193066832,-60428746200,0,-8563481440,-682000000,-394102418714,-45309555276,0,-47200000000,0,-138420000000,0,7783498636,-223146056640,232950050000,4795938438527,-4321650620700,-5389998999,0,701847868828,84599393474,737011697576,-28905999,821582185051,,,,0,,,,0
NKG,2021,1,365837983511,94377875134,1776134439,12426009211,0,-5694934212,47487113910,516210181993,-792136078217,-1129184495011,1405698041935,10289579791,-41351164753,-16929682093,8563481440,-209600000,-39049734915,-3835393990,0,0,0,0,0,2400416932,-1434977058,0,4122715142512,-3559025662965,-5389998999,0,558299480548,517814768575,219161716845,35212156,737011697576,,,,0,,,,0
NKG,2020,4,170981726590,95109738766,0,226325371,0,-10426708647,49016154685,304907236765,34810748184,308319875244,253451667440,8907316405,-48361933197,-6760599978,0,-170000000,855104310863,-18781237358,0,0,40650000000,0,0,5475201127,27343963769,0,2713046302780,-3754732246661,-5389998999,0,-1098675903280,-216227628648,435389113373,232120,219161716845,,,,0,,,,-51599960400
NKG,2020,3,91658921263,94528311201,400000000,1709010466,0,-2178579198,55864558653,247008174013,-34823647123,147846541157,-553044768761,11271932150,-59182907907,0,0,-707500000,-241632176471,-6577593730,0,0,29800000000,0,0,2178579198,25400985468,0,3274708852900,-2717783750609,-5389998999,0,551535103292,335303912289,99456698515,628502569,435389113373,,,,0,,,,0
NKG,2020,2,10901168580,74134490048,0,-8031562017,0,-4917778505,60101224592,139519374447,174638910938,149580724859,-91531593386,-2799002196,-57574669428,0,0,-258000000,311575745234,-28416680953,0,-97760000000,54155265753,0,0,4388758674,-67632656526,0,2146382476437,-2247954287640,-5389998999,0,-185005387923,58937700785,40518926223,71507,99456698515,,,,-78043577721,,,,0
NKG,2020,1,47270299731,112482980533,0,22031836342,0,-7104016382,57172519731,231853619955,-330834583803,-166712766542,-546665078272,11137160289,-62983210388,0,0,-8774490000,-872979348761,-2542649967,0,-60205479452,404758139178,0,0,7104016382,349114026141,0,2928191749260,-2434463969014,-5389998999,0,488337781247,-35527541373,76042177746,4289850,40518926223,,,,0,,,,0
NKG,2019,4,7272187281,112342731556,0,1589804450,242657634941,-429315334502,309132837775,243679861501,-10220458650,22528501502,324729594555,-23379066504,-115357992722,-6614617840,0,-120000000,435245821842,-3307017502,113636364,-700667240439,319183600326,0,0,3745590882,-380931430369,0,2319294382688,-2521193028334,-16169996997,0,-218068642643,-163754251170,269731303198,-2712011,105974340017,,,,0,,,,0
NKG,2019,3,13084888234,110700964294,0,-264625021,-242657634941,391905241000,-114636186074,158132647492,276951410805,215673320013,247102605487,15214901489,-60237388091,-35778802024,0,-232200000,816826495171,-35108772324,177285669968,-144536475296,154719784723,0,67926615000,9613591962,229900414033,0,1921161147557,-2819208306033,-16262078503,0,-914309236979,132417672225,137312190229,1440744,269731303198,,,,0,,,,0
NKG,2019,2,171731192209,112395506374,0,4636938017,0,-214037038968,65409946791,140136544423,-702564878251,-943429856582,515293314395,-38222896274,-77708732932,0,0,-297300000,-1106793805221,-30280496112,75000000000,-24975007893,35600000000,0,37210125000,3659099460,96213720455,0,2963602998161,-2002183448591,-5389998999,0,956029550571,-54550534195,191857154997,5569427,137312190229,,,,0,,,,0
NKG,2019,1,-101979484328,106369517254,0,293120859,0,-2994627867,49226239283,50914765201,288436898172,798247199759,-31647006249,7676576861,-49226239283,0,0,-12000000,1064390194461,-23977499719,0,-151024992107,0,0,0,1356962711,-173645529115,0,1757691482062,-2912196096260,-5381627953,0,-1159886242151,-269141576805,460998285030,446772,191857154997,,,,0,,,,0
NKG,2018,4,-186852285277,106045441142,300117404,5566214793,0,-4364999078,91110747828,11805236812,346583866016,1150099462401,25163066506,-20458760254,-78811961687,-7086406,2972695047,-23180000,1437323338435,-41413229879,0,-11790000000,0,22521400000,0,2499413455,-28182416424,0,2020318963240,-3034752213912,-17062194523,0,-1031495445195,377645476816,83006650880,346157334,460998285030,,,,0,,,,0
NKG,2018,3,1081541794,105761358975,-102780605,0,0,-5497578453,84775773508,186018315219,337239738637,277146795381,-538877102798,3278154853,-84775773508,0,1077868687,-294700000,180813296471,-103213529702,763636364,0,0,0,0,959171693,-101490721645,0,2786053903862,-2880920749830,-24982561560,0,-119849407528,-40526832702,123533483582,0,83006650880,,,,0,,,,0
NKG,2018,2,116928438997,105001250389,0,13065294382,0,-10043362746,82013831707,306965452729,-441352002555,-660155344274,247246559719,10297755019,-82013831707,0,0,-4508593007,-623520004076,-188304760783,-2727273,40536000000,300000000000,25478600000,0,8645984511,186353096455,0,4304612197322,-3914463599525,-6236517206,-1000000000,382912080591,-54254827030,178708138732,-919828120,123533483582,,,,0,,,,0
NKG,2018,1,131024198567,104473235542,0,0,0,-6900985944,80723933596,309320381761,598875225593,902575230535,-391534718317,10554575165,-82823088185,-50256697397,0,-27000000,1296683909155,-69571442967,30000000,-113536000000,0,-48000000000,0,5740251577,-225337191390,0,1728941590901,-2710318192206,-4322637778,0,-985699239083,85647478682,93060660050,0,178708138732,,,,0,,,,0
NKG,2017,4,162573781135,101011160149,0,13878711304,0,-1242119665,76655805761,352877338684,-208225513164,-1605432932769,-101048459300,869190880,-78045495104,-30000000000,-64739500,820600000,-1668250010273,-54808137312,0,-388300000000,0,-27000000000,3000000000,1242119665,-465866017647,810499462447,4200498897313,-2707431117438,-21183432207,-130000000000,2152383810115,18267782195,74838709509,-45831654,93060660050,,,,0,,,,0
NKG,2017,3,226250184745,88304697022,0,10561517914,0,-1081596473,70897213154,394932016362,-288133106582,31290271347,586271639044,-18065314165,-71257297897,0,120611470,-533800000,634625019579,-179879592030,142454546,0,-300000000,0,-3000000000,1104309092,-181932828392,0,2090590079635,-2541610542743,-1668991661,0,-452689454769,2736418,74797825432,38147659,74838709509,,,,0,,,,0
NKG,2017,2,201973656910,74139999209,-12153179,20613116788,0,-369671505,67389674073,363734622296,218805643070,154137146666,-395685594798,-790865578,-72517639638,0,11632893780,-286800000,279029405798,-280730802807,-19000000,0,300000000,0,0,368451143,-280081351664,8985987553,2001094131351,-2014575261779,-1279082584,0,-5774225459,-6826171325,81633014401,-9017644,74797825432,,,,0,,,,0
NKG,2017,1,190687556072,56315203959,12153179,0,0,-523817104,52736014124,299227110230,-402130626633,-637308300102,310056321103,3907841389,-48477115512,-57685256211,0,0,-532410025736,-579826084056,242000000,0,0,0,0,679987240,-578904096816,0,2510681191578,-1491388296664,-442333830,0,1018850561084,-92463561468,174108729048,-12153179,81633014401,,,,0,,,,0
NKG,2016,4,77558831968,50320639232,-1710000000,-18064512,0,-1208265026,39811994306,164755135968,63957193866,-700925382650,439214314449,4605086446,-35093998678,-13417061876,0,0,-76904712475,-1005244986229,680594451,0,0,-40898740000,0,1208265526,-1044254866252,423800000000,2373657192540,-1754609005231,-124002136,0,1042724185173,-78435393554,278248071597,18064512,199830742555,,,,0,,,,0
NKG,2016,3,173623505071,41275927245,0,2775913,0,392187532,24615205373,239909601134,9555008281,-302997604580,266110928193,2497867523,-27156205373,-6582938124,0,-10000000,181326657054,-533819478517,-650594451,0,0,0,0,12311958,-534457761010,0,1751914695292,-1141905015368,0,0,610009679924,256878575968,21372271542,-2775913,278248071597,,,,0,,,,0
NKG,2016,2,278569419373,37330550478,102780605,-166228168,0,21823291,31784229323,347642574902,-58158397647,-88400995403,-161168188791,4134532981,-29243229323,-12310459534,0,-26600000,2469237185,-326974810645,600000000,0,0,0,0,28771160,-326346039485,0,2390518622844,-2161636909415,0,0,228881713429,-94995088871,116201132245,166228168,21372271542,,,,0,,,,0
NKG,2016,1,78201452239,37396373899,0,-9756374,0,-9512524,26846167627,142424724867,-132589728795,158038461327,-373749904694,-15315239880,-26846167627,-2204216948,0,-14000000,-250256071750,-365626069050,0,0,0,0,0,9512524,-365616556526,0,1708691160392,-1028102242510,0,0,680588917882,64716289606,51475086265,9756374,116201132245,,,,0,,,,0
NKG,2015,4,28453148648,37287922777,-57356797535,9152236590,0,-305273324,24632607417,41863844573,43753606261,-127523553236,-169970852806,-4714605049,-24632607417,-17794530298,64121840,0,-258963896132,-56401524853,0,0,0,0,0,305273324,-56096251529,7980000000,1495125184780,-1185913031299,0,0,317192153481,2132005820,58495317035,-9152236590,51475086265,,,,0,,,,0
NKG,2015,3,44794075687,33103138365,0,34839078282,0,-103383479,18009175515,130642084370,-148045213543,25017661881,81921714963,-22227220635,-18009175515,-11885521292,1411892696,-94401334,38911801674,-90499406168,45454545,0,0,0,0,270006516,-90183945107,0,882874291281,-765172005078,0,0,117702286203,66430142770,38591257934,-46526083669,58495317035,,,,0,,,,0
NKG,2015,2,56783088105,27593342022,254079011,11642999813,0,-161331823,25958718741,122070895869,101273819899,-11131367621,-99859500073,2371879613,-25958718741,-5937092166,-100488889752,92138603591,74479630619,-292940279268,0,0,0,0,0,161331823,-292778947445,0,809513447648,-595317948233,0,0,214195499415,-4103817411,42651069771,44005574,38591257934,,,,0,,,,0
NKG,2015,1,26388245886,24641167087,0,0,0,-150553036,13183158382,64062018319,154858247128,-12282574635,-216636430854,4152537706,-13183158382,-6936484137,109443354892,-93307847257,-9830337220,-276108217329,0,0,0,0,0,150553036,-275957664293,0,853123401899,-556956376495,0,0,296167025404,10379023891,32272045880,0,42651069771,,,,0,,,,0
NKG,2014,4,26627379280,23829265869,9092186107,-16520590439,0,308812329,22886101878,66223155024,-32775422424,-272942444998,117794083405,2413282196,-22886101878,0,-6772673726,53079161818,-95866960583,-24321377946,0,0,0,0,0,593426836,-23727951110,100000000000,672033593400,-667017415109,0,0,105016178291,-14578733402,46419327018,292424486,32133018102,,,,0,,,,0
NKG,2014,3,22681354870,23643755021,3198990750,0,0,-35084183,24119339028,73608355486,-154553320862,104676466501,162049390982,-1173009292,-24119339028,0,27090936,0,160515634723,-144309774528,0,0,0,0,0,35084183,-144274690345,0,626901683744,-644913352192,0,0,-18011668448,-1770724070,48190051088,0,46419327018,,,,0,,,,0
NKG,2014,2,24406463641,23672068248,4795423166,7868740070,0,-1541602528,28375690062,87576782659,-116777718275,157080739630,141550988166,494838107,-28375690062,0,6745582790,-56635351258,191660171757,-25119430479,1540000000,0,0,0,0,141602528,-23437827951,0,750610887269,-883917989341,0,0,-133307102072,34915241734,13274809354,0,48190051088,,,,0,,,,0
NKG,2014,1,10122781137,23644208989,0,0,0,-181587000,33708626780,67294029906,-42154541227,-135999925355,133396395868,-10591155635,-33708626780,0,0,-59760000,-21823583223,-6331486674,0,0,0,0,0,181587000,-6149899674,0,668343410377,-646412432130,0,0,21930978247,-6042504650,19317314004,0,13274809354,,,,0,,,,0
NKG,2013,4,12934867733,12893323876,3169022895,410428962,0,255380088936,34295141502,319082873904,-92275502959,91334958078,-39347527135,287636350,84316670970,0,-452306901545,989339948699,900432156362,101268072536,1622766128,0,1934336000,0,0,-446098033,104379076631,0,-469812720591,-522835387702,-7694000000,0,-1000342108293,4469124700,14855396436,-7207132,19317314004,,,,0,,,,0
NKG,2013,3,1932684919,19521587039,0,0,0,57466904819,37962289997,116883466774,434778586842,-152872815716,-249648359218,-31392933259,0,0,-149885106261,336488886387,304351725549,0,0,-6511116000,10130421297,0,0,0,3619305297,0,139754684964,-440089300121,0,0,-300334615157,7636415689,7218980747,0,14855396436,,,,0,,,,0
NKG,2013,2,15392545439,22627980716,2935560363,-1375516612,0,-2263861043,40783633191,78100342054,1678881597230,19798621135066,-21240231084443,-1076023441,-40783633191,0,192401238050,-641016553158,-175102981833,-140976367038,-187544708,0,0,0,0,446098033,-140717813713,0,667937636275,-351668027400,0,0,316269608875,448813329,6762960286,7207132,7218980747,,,,0,,,,0
NKG,2013,1,25306463601,18238049213,0,1913655773,0,1817763010,43533037779,90808969376,-2126856102024,-19705846730399,21805030516560,6406579517,-43533037779,0,-24037187942,453646709692,455619717001,39708294502,187544708,0,0,0,0,0,39895839210,0,82260833625,-575511345755,0,0,-493250512130,2265044081,4497916205,0,6762960286,,,,0,,,,0
NLG,2025,1,142359878480,12059912416,-1483495164,0,0,-55685635401,99001908310,196252568641,54281103589,462510506045,-1279123617223,27198248623,-90591910403,-300438830472,0,-5947166840,-935859098040,-8628746354,3338095792,-41181020234,63201149777,0,0,54673131779,71402610760,0,353554252740,-220445867412,0,-316510915911,-183402530583,-1047859017863,5443293611458,,4395434593595,,,,0,0,,,
NLG,2024,4,1733146929295,12233043161,50918694442,0,0,-55074520623,153135894267,1894360040542,218096522333,2348952408935,-1446647326828,183148926837,-184676878434,-65885282420,0,-3875276163,2943473134802,-18037267896,3316587120,-326252934574,652773165154,0,300953887232,28466286716,641219723752,0,1958882897799,-1630771526331,0,0,328111371468,3912804230022,1530489381436,,5443293611458,,,,0,0,,,
NLG,2024,3,-39105266045,12993275125,-7084918904,0,0,-37874022919,60008397123,-11062535620,483786239477,-1174247211498,88585031003,-76136715888,-49370383426,-10607832761,0,-12123968409,-761177377122,-2168931499,4597623048,-58138411955,88955465193,0,37500000000,108093323823,178839068610,0,1442435512736,-1367616278396,0,-35387171381,39432062959,-542906245553,2073395626989,,1530489381436,,,,0,0,,,
NLG,2024,2,177316204925,11937486681,-375981578,0,0,-293421908479,67601248657,-36942949794,-168079294116,-1002361888533,914232182345,64240307248,-139691855550,-16174520165,0,-19054591749,-403832610314,-10644758750,0,-577095485507,415195479677,0,0,17140630810,-155404133770,0,998612512917,-680264423230,0,-159015018582,159333071105,-399903672979,2473299299968,,2073395626989,,,,0,0,,,
NLG,2024,1,-46566166409,12926504895,-8883628943,0,0,-49829950287,50550210595,-41803030149,209797782918,-651879327552,363918896121,-131869442214,-138775845768,-146845090529,0,-15931444628,-553387501801,-300850001,0,-5706170106,248500000000,-55000000000,0,198799137942,386292117835,0,415151092828,-314853455442,0,0,100297637386,-66797746580,2540097046548,,2473299299968,,,,0,0,,,
NLG,2023,4,610571520361,13398592126,33453697802,0,0,-238115379178,87111422783,506419853894,-163993940517,-515201835201,27390742762,115738820750,-139310602452,-105845931745,0,-18538852414,-293341744923,-13868818643,1246600796,-227410901979,7000000000,-30000000000,57600000000,22083159459,-183349960367,0,1858167206561,-1409825255637,0,-108969863014,339372087910,-137319617380,2677470299186,,2540150681806,,,,0,0,,,
NLG,2023,3,3146331203,14051936172,-251767985,0,0,-121487299293,66351291918,-38189507985,-250611265838,-615847074900,170952674720,35583514459,-59370941081,-5478919274,0,-2298171072,-765259690971,-3811813513,24795266748,-163277558805,506124323945,-23754500000,148914703197,18699842698,507690264270,0,1186107568169,-563792633246,0,-7549843990,614765090933,357195664232,2320274634954,,2677470299186,,,,0,0,,,
NLG,2023,2,319958698516,11315654785,-1567781782,0,0,-77757375244,74521162191,326470358466,135180105947,-483509734769,-93543146008,27291230771,-237905678667,-39723276461,0,-9433490136,-375173630857,-3301379309,268040000,-315391925972,97185786721,70000000000,0,59667815866,-91571662694,0,236882825893,-805323232574,0,-70478398927,-638918805608,-1105664099159,3425938734113,,2320274634954,,,,0,0,,,
NLG,2023,1,34406128718,12222143513,-1359359876,0,0,-124054403977,76533717490,-2251774132,226085813983,-781763868862,89755499544,-39859196836,-59002645675,-181618489566,0,-3628358734,-752283020278,-5948800636,0,0,132137924906,-190000000000,0,53402992789,-10407882941,0,887392141055,-471840154593,0,-180863506,415371122956,-347319780263,3773258514376,,3425938734113,,,,0,0,,,
NLG,2022,4,704651783028,14118410567,748519681,0,0,-328480573396,27818714737,418856854617,-775276479375,123326714873,11101707513,59331479920,-19670639085,-5166447023,0,-13872921927,-201369730487,-79636206351,0,-1775820176364,1048921811056,0,175000000000,73486413857,-558048157802,187447900000,1067031062846,-480060125573,0,43280226178,630251163451,-129166724838,3902425239214,,3773258514376,,,,-187447900000,0,,,
NLG,2022,3,79029911211,7964656917,-303757343,0,0,-29004484938,38708890266,96395216113,-159126629923,-80685544935,241200053953,-215596673906,-11152409507,-24291624945,0,-2801594265,-156059207415,-2266640295,0,-337139995889,298754622888,0,0,38070693800,-2581319496,0,467881104684,-309104498352,0,-617598154,345606908178,186966381267,3715458857947,,3902425239214,,,,187447900000,0,,,
NLG,2022,2,241928545698,8109257245,-596170694,0,0,-81232130222,47165371429,215374873456,-312562148635,-148372220759,628740434106,33096701164,-76675430192,-99974802803,0,-13800302987,225827103350,-1270232545,0,-1306387595020,1208466192941,0,-358600000000,58812907975,-398978726649,0,1554569289511,-327672888411,0,-222600241603,1004296159497,831144536198,2884314321749,,3715458857947,,,,0,0,,,
NLG,2022,1,44221559561,5444517342,0,0,0,29169971535,33936360242,112772408680,-234137863517,-385010579990,543584402883,-30949717741,-10414588133,-81218247816,0,-8028372364,-93402557998,-28497086491,0,0,586508142527,-533600000000,358600000000,29176409719,412187465755,0,505918236096,-904551892384,0,-147458506572,-546092162860,-227307255103,3111621576852,,2884314321749,,,,0,0,,,
NLG,2021,4,949769270526,8636027352,72587408500,0,0,-58141856054,42983576125,1015834426449,73841258544,2189975659537,-686178997654,-121401600229,-42699056300,-109319163115,0,-22996621509,2297055905723,-3504756444,125961818,477031418524,27051300000,5283021163,0,3185775198,509172720259,0,413207916794,-801002526121,0,-202683272028,-590477881355,2215750744627,895870832225,,3111621576852,,,,0,0,,,
NLG,2021,3,293941284707,6384627064,-2419924816,0,0,-372124497254,18790720779,-55427789520,288087040792,-199686008926,-1517147290298,-14502655341,1418393327,-36384983460,0,0,-1533643293426,-9005505195,0,-1175063244400,-6312300000,0,0,5309894829,-1185071154766,1995104031000,1281242422382,-774949850785,0,-28590960174,2472805642423,-245908805769,1141779637994,,895870832225,,,,0,0,,,
NLG,2021,2,47851931610,8392939430,1864637316,0,0,-68797084624,20085519040,9397942772,-530607047204,-335550303961,170130032142,-8454034943,-41313319097,6255721554,14771094556,-22354634193,-731714687809,-2930145472,0,-37034888691,5948800000,580073828837,0,-9868585293,536189009381,-52717100143,455768866429,-317956678947,0,-94676798580,-9581711241,-205107389669,1346887027663,,1141779637994,,,,0,0,,,
NLG,2021,1,348345592989,6618190670,-2798460816,0,0,-466390831187,20604116550,-93621391794,445923387149,-439500188010,228849979233,-15012309379,0,-50924843437,-14771094556,0,54933678641,-3234183583,0,-53901866909,7612200000,-624786796237,0,23941404551,-650369242178,695062358935,292392629079,-104923603093,0,-13378130707,869153254214,273717690677,1073169336986,,1346887027663,,,,0,0,,,
